time,flow,diff,in
2022-07-05 16:40:00,3588.2815,1.7151095,0.6595
2022-07-06 01:40:00,3596.4844,1.7181875000000002,0.69275
2022-07-06 06:59:00,3608.2031,1.7194376000000002,0.67275
2022-07-06 19:08:00,3628.594,1.7145779600000002,0.63425004
2022-07-06 21:18:00,3626.0159,1.715656,0.62575
2022-07-06 23:26:00,3612.6562,1.7167811999999998,0.6215
2022-07-07 03:49:00,3599.297,1.71350003,0.61149997
2022-08-23 19:04:00,3726.5625,1.721203,0.7245
2022-08-24 02:29:00,3588.5156,1.717953,0.79025
2022-08-24 04:36:00,3582.1875,1.7203437,0.782
2022-08-24 06:43:00,3601.8748,1.71912495,0.77150005
2022-08-24 15:12:00,3585.4688,1.7192344,0.75225
2022-08-24 19:27:00,3583.125,1.7169999999999999,0.73925
2022-08-25 03:56:00,3538.1252,1.7207809699999999,0.71750003
2022-08-25 10:18:00,3549.6094,1.7191873999999998,0.748
2022-08-25 21:35:00,3565.0781,1.7179219999999997,0.7145
2022-08-26 01:48:00,3550.0781,1.7211562000000002,0.70775
2022-08-26 06:00:00,3545.625,1.7127188000000002,0.699
