time,flow,diff,in
2022-07-21 10:40:00,4463.672,1.6940000999999998,1.9399999
2022-07-23 16:40:00,4191.797,1.6715001,1.09
2022-07-23 18:47:00,4195.7812,1.6777502,1.094
2022-07-23 20:54:00,4189.922,1.6684999,1.0845001
2022-07-24 02:12:00,4222.5,1.6655,1.094
2022-07-24 15:58:00,4181.25,1.6612502,0.97125
2022-07-25 12:05:00,4212.1875,1.6639998999999999,1.0830001
2022-07-26 11:23:00,4234.453,1.6747499999999997,1.05875
2022-07-26 16:41:00,4253.203,1.6797501,1.07825
2022-07-26 20:55:00,4230.9375,1.66775,1.014
2022-07-26 23:02:00,4233.75,1.6675000400000002,0.99399996
2022-07-27 08:34:00,4225.547,1.6879999999999997,0.94125
2022-09-09 17:53:00,4036.6406,1.71675,1.2985
2022-09-09 18:29:00,4031.7188,1.7094999,1.2850001
2022-09-09 19:05:00,4028.906,1.7125000000000001,1.284
2022-09-10 01:40:00,4064.2969,1.6962500999999999,1.4050001
2022-09-10 02:16:00,4061.0156,1.68575,1.4045
2022-09-10 02:52:00,4058.6719,1.6842501,1.401
2022-09-10 04:04:00,4079.2969,1.6882499,1.3935001
2022-09-10 05:16:00,4064.0623,1.691,1.39925
2022-09-10 05:52:00,4061.4841,1.68975,1.387
2022-09-10 06:28:00,4053.0466,1.6894999000000002,1.3935001
2022-09-10 07:04:00,4067.8125,1.6862502000000001,1.38025
2022-09-10 13:39:00,4081.6404,1.6834999000000002,1.3457501
2022-09-10 14:15:00,4073.9065,1.6859998999999999,1.3495001
2022-09-10 14:51:00,4074.1406,1.67925,1.3385
2022-09-10 15:27:00,4081.1719,1.6894999999999998,1.3325
2022-09-11 08:14:00,4166.7188,1.6822498999999997,1.3060001
2022-09-11 14:14:00,4155.4688,1.6792500000000001,1.2205
2022-09-11 18:27:00,4154.7656,1.6879998999999999,1.1680001
2022-09-11 21:27:00,4157.3438,1.68825,1.15225
2022-09-11 22:03:00,4168.125,1.68825,1.15225
2022-09-11 23:51:00,4172.1094,1.6984998999999998,1.1487501
2022-09-12 01:03:00,4161.0938,1.6984998999999998,1.1487501
2022-09-12 01:39:00,4153.828,1.6984998999999998,1.1487501
2022-09-12 03:27:00,4148.4375,1.6959999000000001,1.1532501
2022-09-12 08:14:00,4165.3125,1.6899999,1.1897501
2022-09-12 08:50:00,4158.5156,1.6905,1.195
2022-09-12 09:26:00,4183.828,1.6927501999999999,1.20575
2022-09-12 13:37:00,4174.2188,1.6925002,1.298
2022-09-12 17:12:00,4166.0156,1.6322500999999998,1.3445
2022-09-12 17:48:00,4178.672,1.6295,1.344
2022-09-12 18:24:00,4170.2344,1.62825,1.3375
2022-09-12 21:59:00,4263.9844,1.6187500000000001,1.5195
2022-09-12 22:35:00,4237.5,1.6185,1.4655
2022-09-13 01:34:00,4229.7656,1.6207499999999997,1.358
2022-09-13 02:10:00,4205.1562,1.622,1.3275
2022-09-13 05:09:00,4198.5938,1.6195002,1.213
2022-09-13 05:45:00,4172.1094,1.6157499999999998,1.19875
2022-09-13 06:21:00,4186.172,1.6227499,1.1800001
2022-09-13 06:57:00,4167.6562,1.6227499,1.1800001
2022-09-13 10:32:00,4200.0,1.7022500999999999,1.087
2022-09-13 15:23:00,4137.422,1.7057502,1.13025
2022-09-13 15:59:00,4136.0156,1.7005001000000002,1.13475
2022-09-13 19:34:00,4146.5625,1.7015,1.1335
2022-09-13 20:10:00,4136.4844,1.6992501,1.1367501
2022-09-13 23:45:00,4131.5625,1.7040000000000002,1.13775
2022-09-14 00:21:00,4141.6406,1.7002498999999998,1.1125001
2022-09-14 00:57:00,4139.5312,1.7062501,1.11775
2022-09-14 03:56:00,4139.7656,1.7075000000000002,1.087
2022-09-14 04:32:00,4139.7656,1.7047501,1.088
2022-09-14 08:07:00,4127.578,1.7092498999999999,1.0995001
2022-09-14 11:42:00,4136.953,1.7027501,1.136
2022-09-14 12:18:00,4149.8438,1.7032501,1.1355
2022-09-14 15:53:00,4122.422,1.7032499,1.1435001
2022-09-14 16:29:00,4101.5625,1.7100000000000002,1.139
2022-09-14 17:05:00,4111.6406,1.7100000000000002,1.139
2022-09-14 20:40:00,4089.1406,1.7087501,1.2155
2022-09-14 21:16:00,4079.2969,1.7067499999999998,1.21025
2022-09-14 21:52:00,4083.5156,1.7067499999999998,1.21025
2022-09-14 22:28:00,4076.7188,1.7067499999999998,1.21025
2022-09-15 02:03:00,4050.7031,1.7099999000000001,1.2192501
2022-09-15 02:39:00,4037.5781,1.7099999000000001,1.2192501
