time,flow,diff,in
2022-08-28 10:49:00,3460.7812,1.7290001300000002,0.96999997
2022-08-28 11:25:00,3472.0312,1.7290001300000002,0.96999997
2022-08-28 12:01:00,3482.5781,1.7290001300000002,0.96999997
2022-08-28 12:37:00,3482.5781,1.7260001999999999,0.978
2022-08-28 13:13:00,3458.9062,1.7260001999999999,0.978
2022-08-28 13:49:00,3464.7656,1.7264998999999999,0.9850001
2022-08-28 15:01:00,3468.5159,1.726,0.989
2022-08-28 15:37:00,3468.5159,1.726,0.989
2022-08-28 18:01:00,3474.8435,1.72475,1.078
2022-08-28 18:37:00,3474.8435,1.7255,1.07875
2022-08-28 21:01:00,3466.6406,1.7260002,1.10825
2022-08-28 21:37:00,3449.2969,1.7260002,1.10825
2022-08-28 22:13:00,3460.0781,1.7235,1.12175
2022-08-28 22:49:00,3470.625,1.7247500999999998,1.12525
2022-08-29 00:01:00,3476.0156,1.71825,1.1435001
2022-08-29 00:37:00,3484.4531,1.7257500999999997,1.1127499
2022-08-29 01:13:00,3461.0156,1.7217499,1.1140001
2022-08-29 01:49:00,3476.0156,1.7234998999999998,1.1157501
2022-08-29 03:01:00,3468.75,1.7232501999999998,1.125
2022-08-29 03:37:00,3462.4219,1.7245001999999998,1.13025
2022-08-29 06:01:00,3460.7812,1.71975,1.14725
2022-08-29 06:37:00,3451.6406,1.71975,1.14725
2022-08-29 07:13:00,3454.9219,1.71975,1.14725
2022-08-29 10:13:00,3456.797,1.7147502,1.156
2022-08-29 11:27:00,3455.1562,1.70825,1.15775
2022-08-29 12:04:00,3463.1248,1.71,1.15475
2022-08-29 15:04:00,3505.0781,1.72375,1.2605
2022-08-29 16:52:00,3499.9219,1.7207498999999997,1.2540001
2022-08-29 18:40:00,3501.7969,1.72475,1.243
2022-08-29 19:16:00,3492.1875,1.72475,1.243
2022-08-29 19:52:00,3496.6406,1.7252501,1.2385
2022-08-29 20:28:00,3501.5623,1.725,1.238
2022-08-29 21:04:00,3491.7188,1.7207501,1.23475
2022-08-29 21:40:00,3495.703,1.7225000000000001,1.23175
2022-08-29 22:52:00,3492.6562,1.6987499999999998,1.211
2022-08-29 23:28:00,3485.8594,1.69925,1.2055
2022-08-30 03:03:00,3487.2654,1.69525,1.16725
2022-08-30 03:39:00,3467.8127,1.6940000999999998,1.15775
2022-08-30 04:15:00,3487.969,1.6947502000000003,1.16725
2022-08-30 04:51:00,3481.6406,1.6947500000000002,1.17025
2022-08-30 05:27:00,3465.4688,1.6922500000000003,1.16475
2022-08-30 06:03:00,3480.2346,1.6947499,1.1532501
2022-08-30 06:39:00,3464.7656,1.6904998999999998,1.1470001
2022-08-30 07:15:00,3476.0156,1.69525,1.14225
2022-08-30 07:51:00,3476.0156,1.6942499000000002,1.1340001
2022-08-30 08:27:00,3472.2654,1.69,1.1287501
2022-08-30 09:03:00,3464.0625,1.69025,1.11675
2022-08-30 09:39:00,3472.0312,1.68875,1.1095
2022-08-30 10:51:00,3477.6562,1.6940000000000002,1.09025
2022-08-30 11:27:00,3462.4219,1.6945000000000001,1.0905
2022-08-30 12:03:00,3472.0312,1.6957501,1.0805
2022-08-30 12:39:00,3474.6094,1.6894999000000002,1.0777501
2022-08-30 13:51:00,3472.0312,1.6904998,1.0680001
2022-08-30 14:27:00,3506.7188,1.6935000000000002,1.057
2022-08-30 15:03:00,3480.4688,1.6895000000000002,1.057
2022-08-30 15:39:00,3488.4375,1.6872500000000001,1.0635
2022-08-30 16:15:00,3492.8906,1.6902501999999997,1.0555
2022-08-30 17:27:00,3495.703,1.6915,1.0545
2022-08-30 18:03:00,3492.8906,1.6915002,1.05425
2022-08-30 18:39:00,3503.672,1.6909999999999998,1.052
2022-08-30 19:15:00,3495.9375,1.689,1.0505
2022-09-01 11:40:00,3536.4844,1.7157499999999999,1.1465
2022-09-01 12:52:00,3545.625,1.717,1.13
2022-09-01 13:28:00,3548.2031,1.715,1.123
2022-09-01 14:04:00,3531.5623,1.7100001000000002,1.11875
2022-09-01 14:40:00,3552.8906,1.71725,1.1155
2022-09-01 15:52:00,3545.3906,1.7135000999999999,1.10525
2022-09-01 16:28:00,3543.9846,1.7139999999999997,1.08675
2022-09-01 17:04:00,3548.6719,1.7134999,1.0812501
2022-09-01 19:28:00,3551.4844,1.7194999999999998,1.0475
2022-09-01 20:04:00,3543.281,1.7182501,1.03975
2022-09-01 21:16:00,3551.9531,1.7112500000000002,1.028
2022-09-01 22:28:00,3554.2966,1.7142499,1.0135001
2022-09-01 23:04:00,3540.4688,1.7119999000000001,1.0057501
2022-09-02 00:17:00,3551.4844,1.70924993,0.99575007
2022-09-02 00:53:00,3556.4065,1.7074999999999998,0.986
2022-09-02 01:29:00,3545.8591,1.71424996,0.98050004
2022-09-02 03:18:00,3558.0469,1.7132500000000002,0.962
2022-09-02 03:54:00,3558.0469,1.7132500000000002,0.962
2022-09-02 04:30:00,3558.0469,1.7122499,0.95075
2022-09-02 06:20:00,3548.9062,1.7187499499999999,0.93275005
2022-09-02 07:34:00,3533.4373,1.7199999999999998,0.93825
2022-09-02 10:40:00,3536.7185,1.7200000500000001,0.94799995
2022-09-02 11:54:00,3528.9846,1.7195001600000002,0.95675004
2022-09-02 13:08:00,3513.0469,1.7207499999999998,0.96125
2022-09-02 13:44:00,3530.3906,1.7197499599999997,0.96250004
2022-09-02 14:57:00,3519.6094,1.71875,0.93975
2022-09-02 15:33:00,3516.7969,1.72225,0.937
2022-09-02 17:21:00,3513.9841,1.72175,0.94275
2022-09-02 19:45:00,3505.0781,1.72025,0.94325
2022-09-02 20:21:00,3524.9998,1.7197502,1.00175
2022-09-02 20:57:00,3517.2659,1.721,0.99675
2022-09-02 21:33:00,3518.2031,1.71875,1.0015
2022-09-02 22:09:00,3518.2031,1.71875,1.0015
2022-09-02 22:46:00,3518.2031,1.7187500000000002,1.007
2022-09-02 23:22:00,3518.2031,1.7194999,1.00775
2022-09-02 23:58:00,3516.3281,1.7192499999999997,1.01025
2022-09-03 02:26:00,3524.7656,1.7232501,1.02175
2022-09-03 04:17:00,3500.8594,1.7214998,1.0352501
2022-09-03 04:54:00,3507.8906,1.7214999999999998,1.0425
2022-09-03 06:45:00,3510.4688,1.7155002000000001,1.0545
2022-09-03 07:22:00,3515.8591,1.7162499999999998,1.071
2022-09-03 07:58:00,3502.969,1.71975,1.0755
2022-09-05 11:40:00,3524.5312,1.7030002,1.07925
2022-09-05 14:41:00,3508.5938,1.7017499,1.0715001
2022-09-05 15:17:00,3528.0469,1.7015001,1.073
2022-09-05 15:53:00,3387.8906,1.6994999999999998,1.12525
2022-09-05 16:29:00,3531.7969,1.7027499,1.0682501
2022-09-05 18:18:00,3521.7185,1.7027499,1.0682501
2022-09-05 18:54:00,3522.8906,1.70225,1.0855
2022-09-05 19:30:00,3522.6562,1.6992500000000001,1.08975
2022-09-05 20:06:00,3513.75,1.7012500000000002,1.0935
2022-09-05 20:42:00,3507.4216,1.6972501,1.09675
2022-09-05 21:18:00,3523.3594,1.7024999000000003,1.0992501
2022-09-05 21:54:00,3517.5,1.7010000000000003,1.1015
2022-09-05 22:30:00,3506.0156,1.7010000000000003,1.1015
2022-09-05 23:06:00,3555.2344,1.6994999,1.151
2022-09-05 23:42:00,3551.9531,1.69825,1.18375
2022-09-06 03:53:00,3549.1404,1.7,1.119
2022-09-06 04:29:00,3525.2344,1.7004999,1.117
2022-09-06 05:05:00,3537.8906,1.6980000000000002,1.11825
2022-09-06 05:41:00,3542.3438,1.70025,1.1145
2022-09-06 09:52:00,3520.0781,1.71,1.11125
2022-09-06 10:28:00,3547.7344,1.7132500000000002,1.1095
2022-09-06 15:20:00,3532.5,1.7087499999999998,1.11375
2022-09-06 15:56:00,3528.5156,1.7122499,1.1107501
2022-09-06 16:32:00,3515.8591,1.7114999,1.1122501
2022-09-06 17:45:00,3529.2188,1.7172500999999998,1.108
2022-09-06 20:44:00,3511.4065,1.7155000999999999,1.10325
2022-09-06 21:20:00,3533.2031,1.7127499999999998,1.10325
2022-09-06 21:56:00,3517.0312,1.7115000999999999,1.1037501
2022-09-06 22:32:00,3515.1562,1.7095,1.1015
2022-09-06 23:08:00,3523.8284,1.712,1.10225
2022-09-06 23:44:00,3524.5312,1.712,1.10225
2022-09-07 00:20:00,3525.2344,1.70975,1.10175
2022-09-07 02:07:00,3520.7812,1.7145000000000001,1.048
2022-09-07 02:43:00,3520.7812,1.7092500999999998,1.04875
2022-09-07 03:19:00,3536.25,1.7107499999999998,1.0475
2022-09-07 03:55:00,3536.25,1.7070002000000002,1.047
2022-09-07 04:31:00,3543.281,1.70875,1.0445
2022-09-07 08:06:00,3551.7185,1.7254999999999998,1.04325
2022-09-07 08:42:00,3537.1875,1.7237502000000002,1.0445
2022-09-07 09:18:00,3540.4688,1.7242502000000002,1.04575
2022-09-07 09:54:00,3542.578,1.7242499999999998,1.04675
2022-09-07 10:30:00,3543.281,1.7242499999999998,1.04675
2022-09-07 12:18:00,3529.4531,1.7197498999999998,1.0497501
2022-09-07 12:55:00,3540.9375,1.7204998999999999,1.0497501
2022-09-07 13:31:00,3532.7344,1.7195,1.049
2022-09-07 14:43:00,3563.4373,1.7122499999999998,1.05075
2022-09-07 15:19:00,3565.3125,1.7157501,1.09
2022-09-07 15:56:00,3529.6877,1.7157501,1.09
2022-09-07 17:09:00,3549.375,1.7147502,1.07575
2022-09-07 17:45:00,3540.2344,1.7132498999999999,1.0682501
2022-09-07 18:21:00,3552.1875,1.7172498999999999,1.0665001
2022-09-07 18:57:00,3544.6877,1.7172498999999999,1.0665001
2022-09-07 19:33:00,3529.6877,1.71275,1.05875
2022-09-07 20:09:00,3543.5156,1.71275,1.05875
2022-09-07 20:45:00,3513.5156,1.7147502000000001,1.0535
2022-09-07 21:21:00,3533.4373,1.7147499999999998,1.046
2022-09-07 21:57:00,3522.6562,1.7117499999999999,1.04725
2022-09-07 22:33:00,3528.9846,1.712,1.04225
2022-09-07 23:09:00,3519.8435,1.7182502000000002,1.02925
2022-09-08 01:33:00,3515.3909,1.7135,1.02775
2022-09-08 10:33:00,3467.1091,1.7157499999999999,0.9925
2022-09-08 13:35:00,3533.4373,1.7114998000000001,1.0122501
2022-09-08 14:11:00,3526.875,1.71325,1.008
2022-09-08 14:47:00,3528.5156,1.7154999999999998,1.0075
2022-09-08 15:23:00,3528.5156,1.7122499999999998,1.00275
2022-09-08 18:25:00,3509.0625,1.71325003,0.98149997
2022-09-08 22:03:00,3498.281,1.7090001,0.9535
2022-09-08 23:52:00,3517.969,1.7357502300000003,0.93874997
2022-09-09 00:28:00,3489.375,1.7315000000000003,0.938
2022-09-09 01:04:00,3491.7188,1.7312500000000002,0.93925
2022-09-09 02:53:00,3487.2654,1.73375,0.938
2022-09-09 03:29:00,3496.406,1.7310001,0.938
2022-09-09 11:53:00,3467.5781,1.72925,0.97125
2022-09-09 12:29:00,3472.0312,1.72574993,0.98100007
2022-09-09 13:05:00,3457.9685,1.7270000000000003,0.98425
2022-09-09 14:53:00,3454.9219,1.7294999999999998,0.9925
2022-09-09 16:05:00,3459.1406,1.726,1.005
2022-09-09 17:53:00,4036.6406,1.7012502,1.7352501
2022-09-09 18:29:00,4031.7188,1.6965002,1.74275
2022-09-09 19:05:00,4028.906,1.69125,1.74
2022-09-09 19:41:00,4031.7188,1.6885002,1.75075
2022-09-09 20:17:00,4064.7654,1.7057502,1.7905
2022-09-09 20:53:00,4046.4841,1.7057502,1.7905
2022-09-09 21:29:00,4054.6875,1.7055001,1.8022499
2022-09-09 22:05:00,4055.6248,1.7072500999999998,1.80725
2022-09-10 01:40:00,4064.2969,1.7032503,1.8167499
2022-09-10 02:16:00,4061.0156,1.70775,1.83275
2022-09-10 02:52:00,4058.6719,1.7052497,1.8450001
2022-09-10 04:04:00,4079.2969,1.7047499,1.8537501
2022-09-10 04:40:00,4057.0315,1.7065001999999998,1.867
2022-09-10 05:16:00,4064.0623,1.7065001999999998,1.867
2022-09-10 05:52:00,4061.4841,1.7015003,1.89125
2022-09-10 06:28:00,4053.0466,1.7012498999999999,1.901
2022-09-10 07:04:00,4067.8125,1.70375,1.91075
2022-09-10 07:40:00,4067.8125,1.70475,1.91475
2022-09-10 08:52:00,4069.6875,1.7047499,1.9307501
2022-09-10 09:28:00,4064.7654,1.7047499,1.9307501
2022-09-10 13:39:00,4081.6404,1.6922502,1.97975
2022-09-10 14:15:00,4073.9065,1.6744999999999999,1.99
2022-09-10 14:51:00,4074.1406,1.66925,1.9865
2022-09-10 15:27:00,4081.1719,1.6707500000000002,1.982
2022-09-10 16:03:00,4071.5625,1.6720001,1.9712499
2022-09-10 17:51:00,4085.8594,1.6672500000000001,1.9625
2022-09-10 18:27:00,4082.8125,1.676,1.95375
2022-09-10 21:27:00,4118.4375,1.6684998999999998,1.9415001
2022-09-10 22:03:00,4104.375,1.6684998999999998,1.9415001
2022-09-11 00:27:00,4133.4375,1.6669996999999999,1.9075001
2022-09-11 01:03:00,4143.047,1.6664999999999999,1.90275
2022-09-11 03:27:00,4124.5312,1.6662499,1.8867501
2022-09-11 04:03:00,4150.547,1.6672501000000002,1.9022499
2022-09-11 08:14:00,4166.7188,1.6680001,1.8647499
2022-09-11 14:14:00,4155.4688,1.6639998999999999,1.7745001
2022-09-11 18:27:00,4154.7656,1.6612499,1.7287501
2022-09-11 19:03:00,4162.9688,1.6647499,1.7145001
2022-09-11 19:39:00,4177.9688,1.6627500999999998,1.7080001
2022-09-11 20:51:00,4174.2188,1.6622502,1.6925
2022-09-11 21:27:00,4157.3438,1.6617499000000002,1.6912501
2022-09-11 22:03:00,4168.125,1.6617499000000002,1.6912501
2022-09-11 22:39:00,4170.2344,1.6612499,1.6832501
2022-09-11 23:15:00,4161.328,1.6590000000000003,1.68125
2022-09-11 23:51:00,4172.1094,1.6652498999999998,1.6780001
2022-09-12 01:03:00,4161.0938,1.6652498999999998,1.6780001
2022-09-12 01:39:00,4153.828,1.6652498999999998,1.6780001
2022-09-12 02:15:00,4167.1875,1.6657502000000002,1.666
2022-09-12 02:51:00,4178.203,1.6657502000000002,1.666
2022-09-12 03:27:00,4148.4375,1.6657502000000002,1.666
2022-09-12 04:03:00,4148.4375,1.6594998,1.5907501
2022-09-12 04:39:00,4150.078,1.6634999999999998,1.60125
2022-09-12 05:51:00,4175.8594,1.663,1.61275
2022-09-12 06:27:00,4158.9844,1.6632500000000001,1.616
2022-09-12 08:14:00,4165.3125,1.6734999,1.63925
2022-09-12 08:50:00,4158.5156,1.6712498999999998,1.64975
2022-09-12 09:26:00,4183.828,1.67725,1.6555
2022-09-12 10:02:00,4170.703,1.6747499,1.6700001
2022-09-12 13:37:00,4174.2188,1.6717499,1.7305001
2022-09-12 14:13:00,4171.6406,1.6752501,1.73725
2022-09-12 14:49:00,4183.828,1.6787501,1.7442499
2022-09-12 17:12:00,4166.0156,1.677,1.72375
2022-09-12 17:48:00,4178.672,1.6750002,1.7365
2022-09-12 18:24:00,4170.2344,1.6764999000000003,1.7422501
2022-09-12 19:00:00,4178.672,1.6767500000000002,1.751
2022-09-12 19:36:00,4183.5938,1.6755000999999998,1.7639999
2022-09-12 21:59:00,4263.9844,1.6742500999999999,1.9152501
2022-09-12 22:35:00,4237.5,1.6735002,1.9004999
2022-09-12 23:11:00,4228.5938,1.6762501,1.8985001
2022-09-13 01:34:00,4229.7656,1.6692501000000002,1.88475
2022-09-13 02:10:00,4205.1562,1.6764999999999999,1.8765
2022-09-13 02:46:00,4222.2656,1.6764999999999999,1.8765
2022-09-13 03:22:00,4200.0,1.67725,1.87025
2022-09-13 05:09:00,4198.5938,1.6744998,1.8605
2022-09-13 11:08:00,4170.2344,1.6275000000000002,1.98125
2022-09-14 00:21:00,4141.6406,1.6880001999999998,1.48475
2022-09-14 00:57:00,4139.5312,1.6960002,1.482
2022-09-14 01:33:00,4126.172,1.6942500000000003,1.4905
2022-09-14 03:56:00,4139.7656,1.69425,1.4555
2022-09-14 04:32:00,4139.7656,1.698,1.45525
2022-09-14 05:08:00,4142.3438,1.69325,1.4665
2022-09-14 08:07:00,4127.578,1.69275,1.486
2022-09-14 08:43:00,4136.4844,1.6882500000000003,1.49175
2022-09-14 09:19:00,4142.1094,1.6882500000000003,1.49175
2022-09-14 11:42:00,4136.953,1.6880000000000002,1.49925
2022-09-14 12:18:00,4149.8438,1.6907499,1.5057501
2022-09-14 12:54:00,4136.0156,1.6912501,1.51425
2022-09-14 13:30:00,4146.0938,1.6915,1.495
2022-09-14 15:53:00,4122.422,1.691,1.52925
2022-09-14 16:29:00,4101.5625,1.6940000999999998,1.5412501
2022-09-14 17:05:00,4111.6406,1.6940000999999998,1.5412501
2022-09-14 17:41:00,4113.047,1.6895002,1.5575
2022-09-14 18:17:00,4119.6094,1.6947498,1.566
2022-09-14 20:40:00,4089.1406,1.6947496999999998,1.6402501
2022-09-14 21:16:00,4079.2969,1.6944998999999998,1.6437501
2022-09-14 21:52:00,4083.5156,1.6944998999999998,1.6437501
2022-09-14 22:28:00,4076.7188,1.6944998999999998,1.6437501
2022-09-14 23:04:00,4073.203,1.6944998999999998,1.6437501
2022-09-15 02:03:00,4050.7031,1.6995000999999998,1.7225001
2022-09-15 02:39:00,4037.5781,1.6995000999999998,1.7225001
2022-09-15 03:15:00,4054.9216,1.6954999999999998,1.74625
2022-09-15 03:51:00,4041.0938,1.6952499,1.7582501
2022-09-15 04:27:00,4040.8594,1.6987501999999999,1.76625
